numero_report,inizio_range,fine_range,data_report,regione,nuovi_casi_settimanali,trend_casi,trend_focolai,rt_puntuale,rt_range_inizio,rt_range_fine,trasmissione_non_gestibile,valutazione_probabilità,valutazione_impatto,compatibilità_rt,classificazione_rischio,classificazione_alta_tre_settimane
40,2021/2/8,2021/2/14,2021/2/17,Veneto,4585,+,-,0.81,0.78,0.85,f,bassa,bassa,1,moderata,f
41,2021/2/15,2021/2/21,2021/2/24,Abruzzo,2864,-,+,1.13,1.07,1.17,f,moderata,alta,2,alta,f
41,2021/2/15,2021/2/21,2021/2/24,Basilicata,642,+,-,1.51,1.26,1.79,f,moderata,bassa,3,moderata,f
41,2021/2/15,2021/2/21,2021/2/24,Calabria,1067,-,+,1.01,0.9,1.12,f,moderata,bassa,1,moderata,f
41,2021/2/15,2021/2/21,2021/2/24,Campania,8974,-,+,1.04,0.96,1.13,f,moderata,bassa,1,moderata ad alta probabilità di progressione,f
41,2021/2/15,2021/2/21,2021/2/24,Emilia-Romagna,10880,+,+,1.1,1.07,1.13,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
41,2021/2/15,2021/2/21,2021/2/24,Friulia Venezia Giulia,1700,-,-,0.83,0.79,0.88,f,bassa,alta,1,moderata,f
41,2021/2/15,2021/2/21,2021/2/24,Lazio,6143,-,-,0.94,0.91,0.97,f,bassa,bassa,1,bassa,f
41,2021/2/15,2021/2/21,2021/2/24,Liguria,1991,-,-,0.94,0.88,0.99,f,bassa,bassa,1,bassa,f
41,2021/2/15,2021/2/21,2021/2/24,Lombardia,17176,+,+,0.82,0.79,0.84,f,moderata,alta,1,alta,f
41,2021/2/15,2021/2/21,2021/2/24,Marche,2679,+,+,0.98,0.88,1.09,f,moderata,alta,1,alta,f
41,2021/2/15,2021/2/21,2021/2/24,Molise,646,+,-,1.11,0.8,1.45,f,moderata,moderata,1,moderata ad alta probabilità di progressione,f
41,2021/2/15,2021/2/21,2021/2/24,Piemonte,5420,+,+,1.02,0.98,1.05,t,alta,bassa,1,alta,f
41,2021/2/15,2021/2/21,2021/2/24,Provincia Autonoma Bolzano / Bozen,2871,-,+,0.92,0.89,0.96,f,bassa,alta,1,moderata,f
41,2021/2/15,2021/2/21,2021/2/24,Provincia Autonoma Trento,1686,+,+,1.07,1,1.14,f,moderata,moderata,2,moderata ad alta probabilità di progressione,f
41,2021/2/15,2021/2/21,2021/2/24,Puglia,5095,-,+,0.95,0.92,0.98,f,bassa,bassa,1,bassa,f
41,2021/2/15,2021/2/21,2021/2/24,Sardegna,475,-,-,0.68,0.61,0.74,f,bassa,bassa,1,bassa,f
41,2021/2/15,2021/2/21,2021/2/24,Sicilia,2868,-,-,0.71,0.67,0.75,f,bassa,bassa,1,bassa,f
41,2021/2/15,2021/2/21,2021/2/24,Toscana,5904,+,+,1.19,1.15,1.23,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
41,2021/2/15,2021/2/21,2021/2/24,Umbria,1966,-,+,1.07,1.02,1.12,f,moderata,alta,2,alta,t
41,2021/2/15,2021/2/21,2021/2/24,Valle d'Aosta,58,-,+,0.94,0.67,1.26,f,bassa,bassa,1,bassa,f
41,2021/2/15,2021/2/21,2021/2/24,Veneto,5468,+,-,0.97,0.94,1.01,f,moderata,bassa,1,moderata,f
42,2021/2/22,2021/2/28,2021/3/3,Abruzzo,3182,+,+,0.96,0.91,1,f,moderata,alta,1,alta,f
42,2021/2/22,2021/2/28,2021/3/3,Basilicata,794,+,+,1.16,0.95,1.37,f,moderata,bassa,1,moderata,f
42,2021/2/22,2021/2/28,2021/3/3,Calabria,1185,+,+,0.81,0.72,0.92,f,moderata,bassa,1,moderata ad alta probabilità di progressione,f
42,2021/2/22,2021/2/28,2021/3/3,Campania,13040,+,+,0.96,0.88,1.04,f,moderata,bassa,1,alta,f
42,2021/2/22,2021/2/28,2021/3/3,Emilia-Romagna,15271,+,+,1.13,1.11,1.16,f,moderata,alta,2,alta,f
42,2021/2/22,2021/2/28,2021/3/3,Friulia Venezia Giulia,2138,+,+,0.92,0.87,0.98,f,moderata,alta,1,alta,f
42,2021/2/22,2021/2/28,2021/3/3,Lazio,8737,+,+,0.98,0.95,1.02,f,moderata,bassa,1,moderata,f
42,2021/2/22,2021/2/28,2021/3/3,Liguria,2276,+,+,0.96,0.91,1.02,f,moderata,bassa,1,moderata,f
42,2021/2/22,2021/2/28,2021/3/3,Lombardia,25514,+,+,1.13,1.11,1.15,f,moderata,alta,2,alta,f
42,2021/2/22,2021/2/28,2021/3/3,Marche,4011,+,+,1.08,0.98,1.19,f,moderata,alta,1,alta,f
42,2021/2/22,2021/2/28,2021/3/3,Molise,580,-,+,1.66,1.27,2.07,f,moderata,moderata,3,moderata ad alta probabilità di progressione,f
42,2021/2/22,2021/2/28,2021/3/3,Piemonte,8237,+,+,1.15,1.12,1.19,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
42,2021/2/22,2021/2/28,2021/3/3,Provincia Autonoma Bolzano / Bozen,2008,-,-,0.75,0.71,0.79,f,bassa,alta,1,moderata,f
42,2021/2/22,2021/2/28,2021/3/3,Provincia Autonoma Trento,2100,+,+,1.1,1.03,1.16,f,moderata,moderata,2,moderata ad alta probabilità di progressione,f
42,2021/2/22,2021/2/28,2021/3/3,Puglia,6710,+,+,0.93,0.9,0.96,f,moderata,bassa,1,moderata ad alta probabilità di progressione,f
42,2021/2/22,2021/2/28,2021/3/3,Sardegna,441,-,-,0.67,0.6,0.75,f,bassa,bassa,1,bassa,f
42,2021/2/22,2021/2/28,2021/3/3,Sicilia,3322,+,-,0.79,0.75,0.84,f,moderata,bassa,1,moderata,f
42,2021/2/22,2021/2/28,2021/3/3,Toscana,7545,+,+,1.18,1.14,1.22,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
42,2021/2/22,2021/2/28,2021/3/3,Umbria,1673,-,-,0.79,0.76,0.84,f,bassa,alta,1,moderata ad alta probabilità di progressione,f
42,2021/2/22,2021/2/28,2021/3/3,Valle d'Aosta,76,+,+,1.21,0.9,1.57,f,moderata,bassa,1,moderata ad alta probabilità di progressione,f
42,2021/2/22,2021/2/28,2021/3/3,Veneto,7382,+,+,1.08,1.04,1.19,f,moderata,bassa,1,moderata ad alta probabilità di progressione,f
43,2021/3/1,2021/3/7,2021/3/10,Abruzzo,3011,-,-,1.05,0.99,1.09,f,bassa,moderata,1,moderata,f
43,2021/3/1,2021/3/7,2021/3/10,Basilicata,946,+,+,1.53,1.31,1.76,f,moderata,bassa,3,moderata,f
43,2021/3/1,2021/3/7,2021/3/10,Calabria,1258,+,+,0.83,0.72,0.95,f,moderata,bassa,1,moderata,f
43,2021/3/1,2021/3/7,2021/3/10,Campania,11636,+,+,1.5,1.41,1.6,f,moderata,bassa,3,alta,f
43,2021/3/1,2021/3/7,2021/3/10,Emilia-Romagna,19386,+,+,1.34,1.32,1.38,f,moderata,alta,3,alta,f
43,2021/3/1,2021/3/7,2021/3/10,Friulia Venezia Giulia,3211,+,+,1.39,1.33,1.47,f,moderata,alta,3,alta,f
43,2021/3/1,2021/3/7,2021/3/10,Lazio,9947,+,+,1.31,1.27,1.36,f,moderata,bassa,3,alta,f
43,2021/3/1,2021/3/7,2021/3/10,Liguria,2311,+,+,1.13,1.08,1.18,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
43,2021/3/1,2021/3/7,2021/3/10,Lombardia,30688,+,+,1.3,1.28,1.32,f,moderata,alta,3,alta,t
43,2021/3/1,2021/3/7,2021/3/10,Marche,4700,+,+,1.08,0.99,1.18,f,moderata,alta,1,alta,t
43,2021/3/1,2021/3/7,2021/3/10,Molise,474,-,-,1.07,0.83,1.33,f,bassa,alta,1,moderata ad alta probabilità di progressione,f
43,2021/3/1,2021/3/7,2021/3/10,Piemonte,12069,+,+,1.41,1.36,1.45,f,moderata,alta,3,alta,f
43,2021/3/1,2021/3/7,2021/3/10,Provincia Autonoma Bolzano / Bozen,1380,-,+,0.61,0.57,0.65,f,bassa,alta,1,moderata,f
43,2021/3/1,2021/3/7,2021/3/10,Provincia Autonoma Trento,1916,-,+,1.04,0.99,1.1,f,moderata,moderata,1,moderata ad alta probabilità di progressione,f
43,2021/3/1,2021/3/7,2021/3/10,Puglia,8153,+,+,1.23,1.2,1.27,t,alta,bassa,2,alta,f
43,2021/3/1,2021/3/7,2021/3/10,Sardegna,514,-,-,0.89,0.78,1,f,bassa,bassa,1,bassa,f
43,2021/3/1,2021/3/7,2021/3/10,Sicilia,3778,+,+,1,0.95,1.06,f,moderata,bassa,1,moderata,f
43,2021/3/1,2021/3/7,2021/3/10,Toscana,7998,+,+,1.23,1.2,1.26,f,moderata,alta,2,alta,f
43,2021/3/1,2021/3/7,2021/3/10,Umbria,1621,-,-,0.82,0.76,0.86,f,bassa,alta,1,moderata ad alta probabilità di progressione,f
43,2021/3/1,2021/3/7,2021/3/10,Valle d'Aosta,93,+,+,1.4,1.1,1.75,t,moderata,bassa,2,moderata,f
43,2021/3/1,2021/3/7,2021/3/10,Veneto,9486,+,+,1.28,1.26,1.32,f,moderata,bassa,3,alta,f
44,2021/3/8,2021/3/14,2021/3/17,Abruzzo,2622,-,+,0.95,0.91,0.99,f,bassa,alta,1,moderata ad alta probabilità di progressione,f
44,2021/3/8,2021/3/14,2021/3/17,Basilicata,835,-,+,1.25,1.06,1.44,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
44,2021/3/8,2021/3/14,2021/3/17,Calabria,1699,+,+,1.36,1.22,1.51,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
44,2021/3/8,2021/3/14,2021/3/17,Campania,15683,-,+,1.65,1.59,1.72,f,moderata,bassa,4,alta,t
44,2021/3/8,2021/3/14,2021/3/17,Emilia-Romagna,18014,-,-,1.18,1.16,1.2,f,moderata,alta,2,alta,t
44,2021/3/8,2021/3/14,2021/3/17,Friulia Venezia Giulia,4080,+,+,1.42,1.38,1.47,f,moderata,alta,3,alta,t
44,2021/3/8,2021/3/14,2021/3/17,Lazio,11284,+,+,1.09,1.06,1.11,f,moderata,alta,2,alta,f
44,2021/3/8,2021/3/14,2021/3/17,Liguria,2325,-,+,1.06,1.01,1.11,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
44,2021/3/8,2021/3/14,2021/3/17,Lombardia,33376,+,+,1.16,1.15,1.18,f,moderata,alta,2,alta,t
44,2021/3/8,2021/3/14,2021/3/17,Marche,4826,+,-,1.19,1.1,1.28,f,moderata,alta,2,alta,t
44,2021/3/8,2021/3/14,2021/3/17,Molise,439,-,+,0.89,0.65,1.17,f,bassa,moderata,1,moderata ad alta probabilità di progressione,f
44,2021/3/8,2021/3/14,2021/3/17,Piemonte,14083,+,+,1.33,1.3,1.36,f,moderata,alta,3,alta,f
44,2021/3/8,2021/3/14,2021/3/17,Provincia Autonoma Bolzano / Bozen,959,-,-,0.59,0.55,0.64,f,bassa,moderata,1,moderata,f
44,2021/3/8,2021/3/14,2021/3/17,Provincia Autonoma Trento,1834,-,=,0.91,0.85,0.96,f,bassa,moderata,1,moderata ad alta probabilità di progressione,f
44,2021/3/8,2021/3/14,2021/3/17,Puglia,9634,+,+,1.24,1.2,1.27,f,moderata,alta,2,alta,f
44,2021/3/8,2021/3/14,2021/3/17,Sardegna,578,+,+,1.08,0.97,1.2,f,moderata,bassa,1,moderata,f
44,2021/3/8,2021/3/14,2021/3/17,Sicilia,4391,+,+,1.05,1,1.11,f,moderata,bassa,2,moderata,f
44,2021/3/8,2021/3/14,2021/3/17,Toscana,8702,+,+,1.09,1.05,1.12,f,moderata,alta,2,alta,f
44,2021/3/8,2021/3/14,2021/3/17,Umbria,1531,-,-,0.93,0.87,0.99,t,bassa,alta,1,moderata ad alta probabilità di progressione,f
44,2021/3/8,2021/3/14,2021/3/17,Valle d'Aosta,203,+,+,1.42,1.13,1.7,f,moderata,bassa,2,moderata,f
44,2021/3/8,2021/3/14,2021/3/17,Veneto,11986,+,+,1.25,1.22,1.28,f,moderata,bassa,2,alta,f
45,2021/3/15,2021/3/21,2021/3/24,Abruzzo,2192,-,+,0.87,0.84,0.9,f,bassa,alta,1,moderata,f 
45,2021/3/15,2021/3/21,2021/3/24,Basilicata,857,-,-,0.95,0.8,1.11,f,bassa,bassa,1,bassa,f
45,2021/3/15,2021/3/21,2021/3/24,Calabria,2201,+,+,1.37,1.25,1.51,f,moderata,bassa,3,moderata ad alta probabilità di progressione,f
45,2021/3/15,2021/3/21,2021/3/24,Campania,13663,-,-,1.05,1,1.09,f,bassa,bassa,2,bassa ad alta probabilità di progressione,f
45,2021/3/15,2021/3/21,2021/3/24,Emilia-Romagna,14996,-,-,0.98,0.97,1,f,bassa,alta,1,moderata ad alta probabilità di progressione,f
45,2021/3/15,2021/3/21,2021/3/24,Friulia Venezia Giulia,3835,-,+,1.23,1.2,1.28,f,moderata,alta,2,alta,t
45,2021/3/15,2021/3/21,2021/3/24,Lazio,11796,-,+,0.99,0.97,1.02,f,moderata,alta,1,alta,t
45,2021/3/15,2021/3/21,2021/3/24,Liguria,2550,+,+,1,0.94,1.05,f,moderata,bassa,1,moderata ad alta probabilità di progressione,f
45,2021/3/15,2021/3/21,2021/3/24,Lombardia,30262,-,=,1.08,1.07,1.09,f,bassa,alta,2,moderata ad alta probabilità di progressione,f
45,2021/3/15,2021/3/21,2021/3/24,Marche,4284,-,-,1.15,1.08,1.23,f,bassa,alta,2,moderata ad alta probabilità di progressione,f
45,2021/3/15,2021/3/21,2021/3/24,Molise,346,-,-,1.17,0.88,1.52,f,bassa,moderata,1,moderata ad alta probabilità di progressione,f
45,2021/3/15,2021/3/21,2021/3/24,Piemonte,14830,+,+,1.17,1.15,1.19,f,moderata,alta,2,alta,t
45,2021/3/15,2021/3/21,2021/3/24,Provincia Autonoma Bolzano / Bozen,794,-,+,0.78,0.72,0.85,f,moderata,alta,2,alta,t
45,2021/3/15,2021/3/21,2021/3/24,Provincia Autonoma Trento,1608,-,-,1.02,0.96,1.07,f,bassa,moderata,1,moderata ad alta probabilità di progressione,f
45,2021/3/15,2021/3/21,2021/3/24,Puglia,10643,+,+,1.17,1.14,1.19,f,moderata,alta,2,alta,t
45,2021/3/15,2021/3/21,2021/3/24,Sardegna,794,+,+,1.03,0.92,1.14,f,moderata,bassa,1,moderata,f
45,2021/3/15,2021/3/21,2021/3/24,Sicilia,5072,+,+,0.99,0.95,1.04,f,moderata,bassa,1,moderata,f
45,2021/3/15,2021/3/21,2021/3/24,Toscana,8776,+,-,1.1,1.07,1.13,f,moderata,alta,2,alta,t
45,2021/3/15,2021/3/21,2021/3/24,Umbria,1256,-,-,0.97,0.92,1.03,f,bassa,alta,1,moderata ad alta probabilità di progressione,f
45,2021/3/15,2021/3/21,2021/3/24,Valle d'Aosta,296,+,+,1.75,1.5,2.03,f,moderata,bassa,4,moderata ad alta probabilità di progressione,f
45,2021/3/15,2021/3/21,2021/3/24,Veneto,12279,+,+,1.23,1.2,1.26,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
46,2021/3/22,2021/3/28,2021/3/31,Abruzzo,2064,-,-,0.81,0.77,0.86,f,bassa,alta,1,moderata,f
46,2021/3/22,2021/3/28,2021/3/31,Basilicata,786,-,-,1.15,0.97,1.32,f,bassa,bassa,1,bassa,f
46,2021/3/22,2021/3/28,2021/3/31,Calabria,2452,+,+,1.33,1.23,1.42,f,moderata,alta,2,alta,f
46,2021/3/22,2021/3/28,2021/3/31,Campania,12882,-,+,1.33,1.3,1.36,f,moderata,bassa,3,moderata ad alta probabilità di progressione,f
46,2021/3/22,2021/3/28,2021/3/31,Emilia-Romagna,12780,-,+,0.83,0.82,0.85,f,bassa,alta,1,alta,f
46,2021/3/22,2021/3/28,2021/3/31,Friulia Venezia Giulia,3305,-,+,0.98,0.95,1.01,f,bassa,alta,1,moderata ad alta probabilità di progressione,f
46,2021/3/22,2021/3/28,2021/3/31,Lazio,11907,-,+,0.98,0.96,1,f,bassa,alta,1,moderata ad alta probabilità di progressione,f
46,2021/3/22,2021/3/28,2021/3/31,Liguria,3062,+,+,1.02,0.97,1.07,f,moderata,alta,1,alta,f
46,2021/3/22,2021/3/28,2021/3/31,Lombardia,28108,-,+,0.89,0.89,0.9,f,bassa,alta,1,moderata ad alta probabilità di progressione,f
46,2021/3/22,2021/3/28,2021/3/31,Marche,3430,-,-,1.04,0.97,1.12,f,bassa,moderata,1,moderata ad alta probabilità di progressione,f
46,2021/3/22,2021/3/28,2021/3/31,Molise,253,-,-,1,0.74,1.28,f,bassa,moderata,1,moderata,f
46,2021/3/22,2021/3/28,2021/3/31,Piemonte,14210,-,+,0.96,0.94,0.98,f,bassa,alta,1,moderata,f
46,2021/3/22,2021/3/28,2021/3/31,Provincia Autonoma Bolzano / Bozen,753,-,+,0.8,0.72,0.88,f,bassa,bassa,1,bassa,f
46,2021/3/22,2021/3/28,2021/3/31,Provincia Autonoma Trento,1369,-,-,0.83,0.78,0.9,f,bassa,alta,1,moderata ad alta probabilità di progressione,f
46,2021/3/22,2021/3/28,2021/3/31,Puglia,11717,+,+,1.09,1.07,1.11,f,moderata,moderata,2,alta,t
46,2021/3/22,2021/3/28,2021/3/31,Sardegna,1198,+,+,1.18,1.07,1.3,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
46,2021/3/22,2021/3/28,2021/3/31,Sicilia,6189,+,+,1.08,1.04,1.13,f,moderata,bassa,2,moderata,f
46,2021/3/22,2021/3/28,2021/3/31,Toscana,9011,-,+,1.08,1.06,1.11,f,moderata,alta,2,alta,t
46,2021/3/22,2021/3/28,2021/3/31,Umbria,1255,+,-,0.83,0.78,0.89,f,moderata,moderata,1,moderata,f
46,2021/3/22,2021/3/28,2021/3/31,Valle d'Aosta,475,+,+,1.52,1.35,1.72,f,moderata,bassa,3,moderata,f
46,2021/3/22,2021/3/28,2021/3/31,Veneto,11603,-,+,1.12,1.1,1.15,f,moderata,bassa,2,alta,f
47,2021/3/29,2021/4/4,2021/4/7,Abruzzo,1794,-,-,0.85,0.85,0.94,f,bassa,alta,1,moderata,f
47,2021/3/29,2021/4/4,2021/4/7,Basilicata,836,+,-,1.15,1,1.31,f,moderata,bassa,2,moderata,f
47,2021/3/29,2021/4/4,2021/4/7,Calabria,2174,-,-,0.93,0.86,1,f,bassa,alta,1,moderata,f
47,2021/3/29,2021/4/4,2021/4/7,Campania,12512,-,+,1.19,1.16,1.23,f,moderata,bassa,2,moderata,f
47,2021/3/29,2021/4/4,2021/4/7,Emilia-Romagna,10117,-,+,0.81,0.8,0.83,f,bassa,alta,1,moderata,f
47,2021/3/29,2021/4/4,2021/4/7,Friulia Venezia Giulia,2646,-,-,0.79,0.76,0.82,f,bassa,alta,1,moderata,f
47,2021/3/29,2021/4/4,2021/4/7,Lazio,11032,-,-,0.9,0.88,0.92,f,bassa,alta,1,moderata,f
47,2021/3/29,2021/4/4,2021/4/7,Liguria,3131,+,+,1.19,1.14,1.23,f,moderata,alta,2,alta,f
47,2021/3/29,2021/4/4,2021/4/7,Lombardia,23373,-,+,0.85,0.84,0.86,f,bassa,alta,1,"moderata ad alta probabilità di progressione ",f
47,2021/3/29,2021/4/4,2021/4/7,Marche,2940,-,-,0.86,0.8,0.92,f,bassa,alta,1,moderata,f
47,2021/3/29,2021/4/4,2021/4/7,Molise,199,-,-,0.81,0.54,1.13,f,bassa,moderata,1,moderata,f
47,2021/3/29,2021/4/4,2021/4/7,Piemonte,12672,-,-,0.9,0.88,0.92,f,basas,alta,1,moderata,f
47,2021/3/29,2021/4/4,2021/4/7,Provincia Autonoma Bolzano / Bozen,690,-,-,0.91,0.83,0.99,f,bassa,bassa,1,bassa,f
47,2021/3/29,2021/4/4,2021/4/7,Provincia Autonoma Trento,929,-,-,0.86,0.8,0.92,f,bassa,moderata,1,moderata ad alta probabilità di progressione,f
47,2021/3/29,2021/4/4,2021/4/7,Puglia,11604,+,=,1.06,1.04,1.07,f,moderata,alta,2,alta,f
47,2021/3/29,2021/4/4,2021/4/7,Sardegna,1792,+,+,1.54,1.43,1.64,f,moderata,bassa,3,moderata ad alta probabilità di progressione,f
47,2021/3/29,2021/4/4,2021/4/7,Sicilia,7240,+,+,1.22,1.17,1.27,f,moderata,bassa,2,moderata ad alta probabilità di progressione,f
47,2021/3/29,2021/4/4,2021/4/7,Toscana,9352,+,-,1.02,1,1.05,f,moderata,alta,2,alta,t
47,2021/3/29,2021/4/4,2021/4/7,Umbria,1012,-,-,0.97,0.91,1.04,f,bassa,moderata,1,moderata,f
47,2021/3/29,2021/4/4,2021/4/7,Valle d'Aosta,541,+,+,1.39,1.25,1.54,f,moderata,alta,3,alta,f
47,2021/3/29,2021/4/4,2021/4/7,Veneto,9160,-,-,0.96,0.94,0.99,f,bassa,bassa,1,bassa,
