numero_report,inizio_range,fine_range,data_report,regione,nuovi_casi_settimanali,trend_casi,trend_focolai,rt_puntuale,rt_range_inizio,rt_range_fine,trasmissione_non_gestibile,valutazione_probabilità,valutazione_impatto,compatibilità_rt,classificazione_rischio,classificazione_alta_tre_settimane
12,2020/7/27,2020/8/2,2020/8/4,Provincia Autonoma Bolzano / Bozen,47,,,1.43,0.24,3.03,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Provincia Autonoma Trento,15,,,1.28,0.22,2.81,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Puglia,56,,,1.1,0,2.64,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Sardegna,29,,,0.12,0,0.67,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Sicilia,105,,,1.62,0.86,2.61,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Toscana,75,,,1.2,0.39,2.44,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Umbria,10,,,0.58,0.03,1.41,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Valle d'Aosta,12,,,0.11,0,0.82,,,,,,
12,2020/7/27,2020/8/2,2020/8/4,Veneto,413,,,1.28,0.7,2.31,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Abruzzo,88,,,1.33,0.41,2.52,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Basilicata,21,,,0,0,0,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Calabria,10,,,0,0,0,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Campania,56,,,0.86,0.27,2.06,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Emilia-Romagna,304,,,0.77,0.18,1.57,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Friulia Venezia Giulia,38,,,0.32,0.02,0.78,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Lazio,98,,,0.99,0.46,1.62,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Liguria,51,,,1.05,0.46,1.88,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Lombardia,539,,,1.13,0.87,1.43,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Marche,56,,,1.02,0.24,2.71,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Molise,1,,,0,0,0,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Piemonte,181,,,1.04,0.44,1.88,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Provincia Autonoma Bolzano / Bozen,38,,,0.97,0.09,2.33,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Provincia Autonoma Trento,15,,,0.78,0.08,2.14,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Puglia,97,,,1.14,0.61,2.35,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Sardegna,24,,,0.33,0,1.37,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Sicilia,173,,,1.41,0.46,2.45,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Toscana,151,,,1.28,0.46,2.6,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Umbria,36,,,0.76,0.04,2.37,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Valle d'Aosta,8,,,0.37,0,1.38,,,,,,
13,2020/8/3,2020/8/9,2020/8/11,Veneto,474,,,1.2,0.76,1.71,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Abruzzo,52,,,1.24,0.14,2.79,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Basilicata,7,,,0,0,0,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Calabria,21,,,0.77,0,3.33,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Campania,201,,,1.02,0.39,2.11,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Emilia-Romagna,291,,,0.45,0.16,0.95,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Friulia Venezia Giulia,59,,,0.42,0.02,1.08,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Lazio,286,,,0.73,0.3,1.47,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Liguria,156,,,0.9,0.35,1.61,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Lombardia,501,,,1.17,0.86,1.48,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Marche,90,,,0.85,0.35,1.8,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Molise,17,,,0,0,0,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Piemonte,208,,,0.91,0.35,1.81,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Provincia Autonoma Bolzano / Bozen,30,,,0.5,0.03,1.73,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Provincia Autonoma Trento,8,,,0.41,0,1.34,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Puglia,118,,,0.8,0.11,1.68,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Sardegna,53,,,0.9,0.12,2.35,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Sicilia,232,,,0.99,0.52,1.99,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Toscana,196,,,0.96,0.36,2.46,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Umbria,36,,,1.34,0.44,2.6,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Valle d'Aosta,1,,,0.8,0.03,2.38,,,,,,
14,2020/8/10,2020/8/16,2020/8/18,Veneto,538,,,1.21,0.78,1.79,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Abruzzo,89,,,0.8,0.23,2.25,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Basilicata,17,,,0,0,0,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Calabria,19,,,1.26,0.01,3.42,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Campania,368,,,1.06,0.44,2.15,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Emilia-Romagna,518,,,0.53,0.15,0.86,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Friulia Venezia Giulia,130,,,0.78,0.02,1.97,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Lazio,832,,,0.42,0,0.87,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Liguria,178,,,1.11,0.46,2.07,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Lombardia,1060,,,0.52,0.22,1.21,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Marche,69,,,0.56,0.08,1.47,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Molise,14,,,0.16,0,0.87,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Piemonte,268,,,0.75,0.21,1.57,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Provincia Autonoma Bolzano / Bozen,64,,,0.49,0.02,1.22,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Provincia Autonoma Trento,24,,,0.24,0,0.85,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Puglia,226,,,0.72,0.12,1.76,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Sardegna,178,,,1.1,0.19,2.92,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Sicilia,212,,,0.68,0.26,1.41,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Toscana,377,,,0.83,0.38,1.39,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Umbria,102,,,1.24,0.43,2.52,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Valle d'Aosta,2,,,0.75,0.02,2.42,,,,,,
15,2020/8/17,2020/8/23,2020/8/25,Veneto,866,,,0.84,0.2,1.43,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Abruzzo,117,,,1.14,0.51,1.86,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Basilicata,18,,,0.02,0,0.56,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Calabria,39,,,0.66,0.02,2.3,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Campania,695,,,1,0.32,1.7,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Emilia-Romagna,768,,,0.97,0.64,1.37,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Friulia Venezia Giulia,122,,,1.18,0.67,1.84,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Lazio,736,,,0.76,0.34,1.29,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Liguria,287,,,0.92,0.48,1.8,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Lombardia,1667,,,0.89,0.64,1.12,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Marche,117,,,0.78,0.34,1.41,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Molise,14,,,0.24,0,0.72,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Piemonte,476,,,0.9,0.57,1.32,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Provincia Autonoma Bolzano / Bozen,51,,,0.71,0.24,1.35,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Provincia Autonoma Trento,66,,,0.78,0,2.13,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Puglia,355,,,1.08,0.54,1.51,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Sardegna,252,,,1.99,0.68,3.47,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Sicilia,239,,,0.82,0.53,1.16,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Toscana,627,,,1.05,0.76,1.5,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Umbria,121,,,0.92,0.47,1.68,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Valle d'Aosta,18,,,0.22,0,0.79,,,,,,
16,2020/8/24,2020/8/30,2020/9/1,Veneto,835,,,0.87,0.58,1.33,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Abruzzo,127,,,1.02,0.49,1.88,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Basilicata,42,,,0.55,0,2.5,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Calabria,22,,,0.87,0.18,1.85,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Campania,636,,,0.61,0.27,1.25,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Emilia-Romagna,665,,,0.88,0.48,1.36,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Friulia Venezia Giulia,144,,,1.02,0.56,1.71,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Lazio,624,,,0.52,0.34,0.9,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Liguria,387,,,1.13,0.56,1.78,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Lombardia,1640,,,0.87,0.59,1.06,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Marche,113,,,0.84,0.39,1.41,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Molise,16,,,0.27,0.02,0.98,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Piemonte,387,,,0.93,0.34,1.75,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Provincia Autonoma Bolzano / Bozen,57,,,0.71,0.25,1.4,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Provincia Autonoma Trento,251,,,1.58,0.58,2.4,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Puglia,434,,,1.21,0.83,1.59,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Sardegna,296,,,1.41,0.56,3.31,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Sicilia,298,,,0.96,0.66,1.32,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Toscana,610,,,0.95,0.67,1.31,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Umbria,117,,,0.77,0.36,1.39,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Valle d'Aosta,3,,,0.59,0,1.87,,,,,,
17,2020/8/31,2020/9/6,2020/9/8,Veneto,985,,,0.86,0.65,1.1,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Abruzzo,108,,,0.86,0.55,1.24,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Basilicata,47,,,0.92,0.04,2.64,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Calabria,70,,,1.07,0.48,1.82,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Campania,849,,,0.71,0.34,1.33,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Emilia-Romagna,729,,,0.71,0.59,0.92,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Friulia Venezia Giulia,207,,,1.11,0.59,1.69,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Lazio,821,,,0.54,0.37,0.77,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Liguria,517,,,1.32,0.95,1.66,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Lombardia,1409,,,0.74,0.62,0.98,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Marche,187,,,0.85,0.41,1.45,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Molise,21,,,0.75,0.03,3.05,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Piemonte,502,,,0.69,0.41,1.18,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Provincia Autonoma Bolzano / Bozen,135,,,0.99,0.22,1.92,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Provincia Autonoma Trento,171,,,1.59,0.91,2.53,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Puglia,616,,,1.13,0.84,1.55,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Sardegna,290,,,0.88,0.56,1.13,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Sicilia,460,,,1.08,0.7,1.43,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Toscana,607,,,0.91,0.73,1.13,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Umbria,143,,,0.85,0.39,1.4,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Valle d'Aosta,13,,,0.61,0,2.05,,,,,,
18,2020/9/7,2020/9/13,2020/9/15,Veneto,848,,,0.88,0.73,1.05,,,,,,
19,2020/9/14,2020/9/20,2020/9/22,Abruzzo,168,,,1.1,0.57,1.62,,,,,,
19,2020/9/14,2020/9/20,2020/9/22,Basilicata,21,,,0.73,0.04,1.92,,,,,,
19,2020/9/14,2020/9/20,2020/9/22,Calabria,102,,,1.13,0.6,1.81,,,,,,
19,2020/9/14,2020/9/20,2020/9/22,Campania,923,,,1.1,0.56,1.57,,,,,,
19,2020/9/14,2020/9/20,2020/9/22,Emilia-Romagna,675,,,0.78,0.62,0.96,,,,,,
19,2020/9/14,2020/9/20,2020/9/22,Friulia Venezia Giulia,175,,,1.11,0.7,1.74,,,,,,
19,2020/9/14,2020/9/20,2020/9/22,Lazio,1056,,,0.85,0.5,1.16,,,,,,
19,2020/9/14,2020/9/20,2020/9/22,Liguria,532,,,1.31,0.82,1.89,,,,,,
19,2020/9/14,2020/9/20,2020/9/22,Lombardia,1408,,,0.75,0.61,0.89,,,,,,
